FOPRequisites;Details;nvarchar;8000;0;0;4
FOPRequisites;Summary;nvarchar;8000;0;0;5
FOPRequisites;Watermark;image;16;1;0;6
FOPRequisites;IsActive;bit;1;0;0;7
GoodsAdditionalInformations;GoodsAdditionalInformationId;int;4;0;1;1
GoodsAdditionalInformations;GoodsLength;float;8;0;0;2
GoodsAdditionalInformations;GoodsWidth;float;8;0;0;3
GoodsDirectories;GoodsDirectoryId;int;4;0;1;1
GoodsDirectories;ManagerCreateId;int;4;0;0;2
GoodsDirectories;CategoryId;int;4;0;0;3
GoodsDirectories;LinkAccountinId;int;4;0;0;4
GoodsDirectories;KindId;int;4;0;0;5
GoodsDirectories;BreedId;int;4;0;0;6
GoodsDirectories;ThicknessId;int;4;0;0;7
GoodsDirectories;LengthId;int;4;0;0;8
GoodsDirectories;DateCreate;datetime;8;0;0;9
GoodsDirectories;Currency;nvarchar;10;0;0;10
GoodsDirectories;Price;float;8;0;0;11
GoodsDirectories;IsActualPosition;bit;1;0;0;12
GoodsDirectories;ProductCode;nvarchar;200;1;0;13
GoodsDirectories;DirectoryMarkId;int;4;1;0;14
GoodsKindInfos;GoodsKindInfoId;int;4;0;1;1
GoodsKindInfos;GoodsKindId;int;4;0;0;2
GoodsKindInfos;Info;nvarchar;300;0;0;3
GoodsKindInfos;Comments;nvarchar;200;1;0;4
GoodsKinds;GoodsKindId;int;4;0;1;1
GoodsKinds;Kind;nvarchar;300;0;0;2
GoodsKinds;Comments;nvarchar;200;1;0;3
GoodsKinds;HasAdditonalInformation;bit;1;0;0;4
GoodsKinds;HasExpiredDate;bit;1;0;0;5
GoodsKinds;PrintBarCode;bit;1;0;0;6
GoodsNominations;NominationId;int;4;0;1;1
GoodsNominations;Nomination;nvarchar;300;0;0;2
GoodsNominations;Comments;nvarchar;200;1;0;3
GradationSettings;GradationID;int;4;0;1;1
GradationSettings;StockID;int;4;0;0;2
GradationSettings;SupplierID;int;4;0;0;3
GradationSettings;TotalSquareMeters;float;8;0;0;4
GradationSettings;CountBundles;int;4;0;0;5
GradationSettings;NumberOfInputPallet;nvarchar;60;0;0;6
GradationSettings;VeneerDirectoryId;int;4;0;0;17
HistoryBoadDirectories;HistoryBoadDirectoryId;uniqueidentifier;16;0;0;1
HistoryBoadDirectories;BoadDirectoryId;int;4;0;0;2
